"ID_LouwNida","Dominio_Principal","Exemplo_Grego","Glossario_EN","Glossario_PT_BR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.14","Processos e Estados Fisiológicos","ἐγείρω","to restore to health, to heal","restaurar a saúde, curar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.141","Processos e Estados Fisiológicos","ἰατρός","physician, doctor, healer","médico, doutor, curador","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.142","Processos e Estados Fisiológicos","κάμνω","to be sick, to be very sick","estar doente, estar muito doente","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.143","Processos e Estados Fisiológicos","ἀσθένεια","illness, disability, weakness","doença, deficiência, fraqueza","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.144","Processos e Estados Fisiológicos","ἀσθενέω","to be sick, to be ill, to be disabled","estar doente, estar enfermo, estar incapacitado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.145","Processos e Estados Fisiológicos","ἀσθενής","sick, ill, weak, disabled","doente, enfermo, fraco, incapacitado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.146","Processos e Estados Fisiológicos","διαφθείρω","to lose one’s strength, to waste away","perder a força, definhar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.147","Processos e Estados Fisiológicos","ἄρρωστος","to be sick, sick, ill","estar doente, doente, enfermo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.148","Processos e Estados Fisiológicos","κακῶς","to be ill, to be sick","estar enfermo, estar doente","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.149","Processos e Estados Fisiológicos","πονηρός","to be sick, to be diseased","estar doente, estar enfermo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.15","Processos e Estados Fisiológicos","εἰς","to get worse, to become more sick","piorar, ficar mais doente","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.151","Processos e Estados Fisiológicos","ἐσχάτως","to be very sick, to be about to die","estar muito doente, estar à beira da morte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.152","Processos e Estados Fisiológicos","βάλλω","to cause illness, to make sick","causar doença, deixar doente","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.153","Processos e Estados Fisiológicos","μάστιξ","to be diseased, to be sick, disease","estar enfermo, estar doente, doença","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.154","Processos e Estados Fisiológicos","μαλακία","disease, sickness","doença, enfermidade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.155","Processos e Estados Fisiológicos","νόσος","diseased, disease, sickness","doente, doença, enfermidade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.156","Processos e Estados Fisiológicos","δεσμός","illness","doença","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.157","Processos e Estados Fisiológicos","δέω","to cause physical hardship, to cause illness","causar dificuldade física, causar doença","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.158","Processos e Estados Fisiológicos","λοιμός","plague, pestilence","praga, pestilência","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.159","Processos e Estados Fisiológicos","πυρέσσω","to have a fever, fever","ter febre, febre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.16","Processos e Estados Fisiológicos","δυσεντέριον","dysentery","disenteria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.161","Processos e Estados Fisiológicos","λέπρα","leprosy, dread skin disease","lepra, temível doença de pele","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.162","Processos e Estados Fisiológicos","λεπρός","leper, one having a dread skin disease","leproso, pessoa com temível doença de pele","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.163","Processos e Estados Fisiológicos","πίμπρημι","to swell up","inchar-se","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.164","Processos e Estados Fisiológicos","ὑδρωπικός","suffering from dropsy","sofrendo de hidropisia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.165","Processos e Estados Fisiológicos","γάγγραινα","ulcers, gangrene, cancer","úlceras, gangrena, câncer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.166","Processos e Estados Fisiológicos","σκωληκόβρωτος","eaten by worms","comido por vermes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.167","Processos e Estados Fisiológicos","σπαράσσω","to throw into convulsions, to throw into a fit","lançar em convulsões, lançar em crise","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.168","Processos e Estados Fisiológicos","ῥήγνυμι","to throw down in convulsions, to throw into a fit","derrubar em convulsões, lançar em crise","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.169","Processos e Estados Fisiológicos","σεληνιάζομαι","to suffer epileptic seizures, to be an epileptic","sofrer ataques epilépticos, ser epiléptico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23.17","Processos e Estados Fisiológicos","παραλύω","to be paralyzed, to be lame","estar paralisado, estar aleijado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
